	Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
917	ONECUT2	11162.78124	0.353671649	0.118684574	2.979929377	0.002883148	0.030380085
918	UBR2	12207.82523	0.321563335	0.107980228	2.977983473	0.002901516	0.030562052
919	PACRGL	15.8928907	1.605710131	0.5397335	2.975005498	0.002929833	0.030803614
920	DMTF1	7058.037179	-0.235010258	0.079017528	-2.974153505	0.002937981	0.030852678
921	PRDX4	3988.409403	0.307528359	0.103489357	2.971594075	0.002962581	0.031052403
922	ELAVL1	1576.258324	0.879213484	0.295999413	2.970321712	0.00297488	0.031169574
923	JADE2	79222.49354	-0.266440872	0.089739957	-2.969032756	0.002987387	0.031277059
924	GPR21	4504.544459	0.426772349	0.143804091	2.967734421	0.003000034	0.031385841
925	RTTN	919.2021378	-0.32053109	0.108013336	-2.967514038	0.003002186	0.031387222
926	SLC25A28	3179.873163	0.219138644	0.07384647	2.967489759	0.003002423	0.031387222
927	SSB	17921.39391	0.67912604	0.228931536	2.966502789	0.003012076	0.031464491
928	ATP5F1A	105064.2674	0.111325444	0.037535973	2.965833458	0.003018639	0.031509381
929	HR	89.21748779	1.724224193	0.581463658	2.965317214	0.00302371	0.031538641
930	PGBD5	20850.82881	0.988741669	0.333670279	2.963229664	0.003044293	0.031705458
931	PHC3	5711.344621	-0.448054738	0.151249506	-2.962355044	0.003052955	0.031765722
932	CFAP36	9902.593637	0.479499584	0.161982049	2.960201987	0.003074374	0.031935376
933	RHOH	256.3144304	-2.235914609	0.75558969	-2.959165057	0.003084738	0.032019123
934	HROB	620.4009065	-0.868856779	0.29369868	-2.958327154	0.003093137	0.032074962
935	CWF19L1	47.6443869	-2.235780554	0.756003227	-2.957369063	0.003102765	0.032122336
936	KLHL30	76.23986008	-0.831700177	0.281281566	-2.956824325	0.003108252	0.032155203
937	HSPBAP1	737.7490348	-0.838829373	0.284142579	-2.952142465	0.003155773	0.032525858
938	SBF2	9883.009812	-0.412747388	0.139931384	-2.949641284	0.003181431	0.032741783
939	MME	7979.328441	-0.728473878	0.247069169	-2.948461275	0.003193601	0.032818473
940	SPATA5L1	563.5365454	1.089744912	0.369894963	2.94609287	0.003218158	0.033009848
941	ENSTGUG00000019825	64.73423365	-1.13996319	0.387042186	-2.945320254	0.003226205	0.033073933
942	GALK2	1518.421645	0.239077728	0.081215061	2.94376098	0.003242503	0.033173943
943	PFN2	65566.24273	0.304345847	0.103446227	2.942068136	0.003260282	0.033319074
944	ADAMTS6	1508.541644	-0.459265993	0.156127648	-2.941605794	0.003265153	0.033356601
945	CNN1	9.071818047	5.1999814	1.770256927	2.937416214	0.003309596	0.033780664
946	FAAH2	106.9539849	0.961702089	0.327671679	2.934956389	0.003335946	0.033979984
947	SCARF1	274.9422043	0.52862414	0.180213632	2.933319393	0.003353587	0.034097253
948	SSTR5	46.44462939	0.695765016	0.237206099	2.933166634	0.003355238	0.03409982
949	POMT2	125.4554036	-0.966154937	0.329400667	-2.93306916	0.003356291	0.03409982
950	tgu-mir-2994	2.361035771	1.567635701	0.534538123	2.932692045	0.00336037	0.034128799
951	CHEK1	54.99535938	-1.634669238	0.55752539	-2.932008601	0.003367774	0.034166573
952	EGFR	1325.18701	-0.253907227	0.086617832	-2.931350514	0.003374917	0.034214087
953	LRP5	2558.254195	-0.207032945	0.070652226	-2.930310315	0.003386237	0.034269567
954	SNRPC	2463.035244	0.23593164	0.080520887	2.930067572	0.003388883	0.034280708
955	LHFPL5	1106.501591	-0.897783762	0.306493069	-2.92921391	0.003398205	0.034337544
956	CPSF4	4414.61896	0.161848467	0.055257943	2.928962955	0.00340095	0.034340332
957	ALDH7A1	2414.010726	0.37642263	0.128531238	2.928647036	0.003404408	0.034362777
958	CDCP2	201.6753946	1.923783792	0.657043496	2.927939783	0.003412161	0.034416063
959	KCNG3	14115.41431	-0.767923967	0.262371903	-2.926852906	0.003424108	0.03450873
960	RTN1	121051.922	-0.098182265	0.033552062	-2.926266219	0.003430572	0.03452665
961	FBXO3	13076.04668	-0.179994433	0.061546674	-2.924519246	0.003449887	0.034683401
962	TLR3	1152.836422	-0.549170151	0.187849873	-2.923452343	0.003461732	0.034789908
963	KCTD16	4502.348975	0.260885409	0.089349093	2.91984394	0.003502067	0.035093841
964	TAGLN3	5891.961025	-0.541546857	0.185615987	-2.917565798	0.003527752	0.035300363
965	POLK	4847.747631	-0.185614707	0.0636265	-2.91725471	0.003531273	0.035310189
966	CHST8	889.8027889	0.327743527	0.112357182	2.916978885	0.003534397	0.03532873
967	BARX2	730.9635413	0.757366573	0.259819133	2.914976135	0.003557157	0.035467027
968	CACNA1I	104.0645951	0.912090657	0.313066001	2.913413318	0.003575011	0.035588581
969	EIF3D	16914.69927	0.254259211	0.087266039	2.913610076	0.003572759	0.035588581
970	ASB5	4984.359036	-0.331222159	0.113710959	-2.912842891	0.003581547	0.035620839
971	GAL3ST1	1833.77889	0.469608456	0.161236973	2.912535798	0.003585071	0.03564314
972	RPS15	5149.531706	0.266011041	0.091498823	2.907261879	0.003646078	0.036107726
973	tgu-mir-130b	3.422327383	1.186799734	0.408539882	2.904978892	0.003672779	0.036359202
974	NR1H3	760.7535154	-1.18413941	0.407855681	-2.903329447	0.00369218	0.036509247
975	USP39	12806.41761	0.119157549	0.041058418	2.902146579	0.003706151	0.036624406
976	MTERF3	3664.268648	0.403668637	0.139210407	2.899701569	0.003735181	0.036832777
977	PRKAB2	1784.847014	-0.210165119	0.072475671	-2.899802307	0.003733981	0.036832777
978	BCL11B	3328.326753	-1.004695528	0.346469117	-2.899812647	0.003733858	0.036832777
979	DLX2	2014.821415	0.309454391	0.10680071	2.897493766	0.003761572	0.037014296
980	ASPHD2	291.2473054	0.94648493	0.326687092	2.897221694	0.003764836	0.037028892
981	MYL4	91.39922576	1.027961687	0.354849052	2.8968985	0.003768717	0.037032201
982	ATL2	19624.76187	-0.206326017	0.071306311	-2.893516905	0.003809538	0.037367321
983	SPCS3	1816.242329	0.354729554	0.12267293	2.891669364	0.00383201	0.037548028
984	NOP58	9840.759249	0.353247986	0.122173751	2.891357465	0.003835815	0.037572083
985	RPL13A	24738.87353	0.356292337	0.123233765	2.89119087	0.00383785	0.037578774
986	PCMTD1	32266.73183	-0.46055628	0.159418268	-2.888980575	0.003864929	0.037790724
987	KSR2	8762.884996	0.55649044	0.19266555	2.888375422	0.003872374	0.037832063
988	KLHL10	35.58612513	-0.522747194	0.181264787	-2.883887168	0.003927995	0.038246047
989	PPP1R9A	7701.148515	-1.273187498	0.442109147	-2.879803565	0.00397923	0.038636727
990	YARS2	7795.882444	0.198200563	0.068838299	2.879219353	0.003986609	0.038686906
991	TBXT	44.40879808	-0.708882217	0.246467751	-2.876166209	0.004025377	0.038989531
992	USP16	3495.224513	0.665433479	0.231437697	2.875216469	0.004037506	0.039084803
993	YTHDF1	14454.13541	0.265588019	0.092403108	2.874232535	0.004050106	0.039188126
994	LRRC34	15.00889178	-5.705079249	1.985153322	-2.873873361	0.004054715	0.039211324
995	DENND2A	30916.52647	0.810478716	0.282020803	2.873825999	0.004055323	0.039211324
996	TASOR	2294.096848	-0.353433414	0.123035182	-2.872620736	0.004070825	0.039347536
997	PTP4A1	13273.39637	0.37882797	0.131944578	2.871114333	0.004090276	0.039470642
998	ENSTGUG00000022546	22.53987597	-0.574787961	0.200206513	-2.870975331	0.004092075	0.039470642
999	MPP4	87.10069137	-0.774808442	0.269938438	-2.870315346	0.004100626	0.039539418
1000	IDH2	10.64514165	2.078651706	0.724290024	2.869916244	0.004105805	0.039575639
1001	POFUT1	1154.862736	0.722157402	0.251687431	2.869262882	0.004114297	0.039643752
1002	KIF26B	932.0942528	-0.366552549	0.127811417	-2.867917101	0.004131838	0.039785207
1003	SP3	8134.846718	0.097747174	0.034101889	2.866327221	0.004152648	0.039944106
1004	PAM	104.12787	1.15483095	0.402954124	2.865911726	0.004158102	0.039968927
1005	RGS5	884.1396408	-2.047248576	0.714565448	-2.865025984	0.00416975	0.040067051
1006	DDX18	3327.261817	0.892347281	0.311515722	2.864533688	0.004176237	0.040087843
1007	EPHX4	2950.627466	-0.392882248	0.137197089	-2.863633993	0.004188116	0.040160297
1008	SNORD83	7.435642838	-1.762331665	0.615671403	-2.862454965	0.00420373	0.040296127
1009	PATJ	10443.93333	-0.365909665	0.127851107	-2.861998409	0.00420979	0.040340318
1010	GM2A	14533.13641	-0.360024526	0.125838167	-2.861012158	0.004222909	0.040415388
1011	CDHR1	431.4780089	-1.372816847	0.479861002	-2.860863544	0.004224889	0.040415388
1012	PTCH1	3447.579228	-1.189796228	0.415999274	-2.86009208	0.00423518	0.040485994
1013	NFKBID	195.9638075	0.438071162	0.153175817	2.859923786	0.004237428	0.040493569
1014	C2orf49	4917.493137	0.168716227	0.05903671	2.857818924	0.004265637	0.040735153
1015	MRPL39	2841.193612	0.233482037	0.081727957	2.856819693	0.004279088	0.040821564
1016	BCAR3	206.9631148	-1.318621968	0.4619125	-2.854700766	0.00430774	0.041011879
1017	RIT2	1196.539304	-0.317448062	0.111221908	-2.854186452	0.00431472	0.041046168
1018	DUSP13	299.6192705	-0.734675471	0.257507802	-2.853022177	0.00433056	0.04112923
1019	COG4	7321.70432	-0.158349542	0.055532121	-2.851494552	0.004351423	0.041285092
1020	SLC37A1	143.3527858	1.632168533	0.572708897	2.849909512	0.004373167	0.041434862
1021	FAM78B	520.2308125	0.233877955	0.082063864	2.849950567	0.004372602	0.041434862
1022	NRDE2	5330.498956	-0.498506924	0.175045803	-2.847865617	0.004401351	0.041673509
1023	GDF10	852.1400054	0.630826678	0.221524265	2.847664015	0.004404139	0.041685726
1024	PRADC1	1967.086084	0.450928413	0.158467422	2.845559087	0.004433353	0.041947967
1025	SLC9A1	10907.4715	-0.175380673	0.061649922	-2.84478338	0.004444163	0.042002369
1026	G6PC3	383.7478526	-0.638198978	0.22434563	-2.844713211	0.004445143	0.042002369
1027	RNF38	1421.002912	0.348415392	0.122562101	2.842766153	0.004472387	0.042202465
1028	GRTP1	741.1707496	0.343155908	0.120729869	2.842344745	0.004478304	0.042243965
1029	FOXRED2	852.4987973	0.859043995	0.302295315	2.841737709	0.004486839	0.042295793
1030	PSMD5	387.8091011	-2.423455028	0.852787993	-2.841802475	0.004485928	0.042295793
1031	SRM	10661.24699	-0.21167704	0.074531046	-2.840118991	0.004509671	0.042480568
1032	HPF1	4606.107793	1.256105541	0.442287029	2.840023464	0.004511022	0.042480568
1033	RAP1GAP2	4760.986932	-0.767714036	0.270483575	-2.838301871	0.004535427	0.042659574
1034	CXCR4	203.1009809	0.643141887	0.226751312	2.836331492	0.004563505	0.042812675
1035	ALAS1	10574.0128	0.224783493	0.079268296	2.835730119	0.004572106	0.042867157
1036	CLNK	46.3037506	-0.458606508	0.162019852	-2.8305575	0.004646696	0.043396112
1037	ENSTGUG00000027760	41.47811468	-0.878984785	0.310602878	-2.829931228	0.004655801	0.043461434
1038	DNAJC25	1794.261342	0.314541077	0.111179218	2.829135541	0.004667393	0.043542251
1039	ZDHHC17	20403.32512	0.261346729	0.092377325	2.829122079	0.004667589	0.043542251
1040	ADAR	3776.621107	-0.413077952	0.146019867	-2.828916093	0.004670594	0.043555679
1041	GUK1	4597.478702	0.244127953	0.086329905	2.827849194	0.004686188	0.043671815
1042	RNF208	780.7713793	0.530206083	0.187520788	2.827452307	0.004692	0.043682084
1043	MINDY3	9664.850378	0.200990687	0.071089707	2.827282524	0.004694489	0.043690631
1044	GALNT14	1059.904926	-0.238338748	0.084423576	-2.823130202	0.004755725	0.044120884
1045	ARMC3	252.5410917	0.757649906	0.268518923	2.821588506	0.004778645	0.044266515
1046	NEU4	110.2227916	-1.376311026	0.488315374	-2.81848801	0.004825041	0.044636847
1047	PPP2R3A	1007.634786	-0.389784229	0.138317253	-2.818044888	0.004831705	0.044669659
1048	ZNF518B	417.0919154	-1.298813083	0.460892576	-2.818038627	0.0048318	0.044669659
1049	SVIL	963.4889979	-0.297345818	0.105571891	-2.816524502	0.004854634	0.044836059
1050	MEOX2	189.876927	0.43233876	0.153604716	2.814619052	0.004883509	0.045087767
1051	SYT9	4167.122825	-0.84408221	0.299905311	-2.814495709	0.004885383	0.045090107
1052	SNAI1	46.28204305	0.869898709	0.309153198	2.813811127	0.004895798	0.045110734
1053	KNTC1	111.4458116	-0.505557357	0.179746491	-2.812613226	0.004914072	0.045223448
1054	SLC17A9	344.0045432	0.36675734	0.130408505	2.812372861	0.004917746	0.045223755
1055	CD34	946.9071699	0.453933027	0.161484594	2.810998975	0.004938794	0.045387308
1056	TOLLIP	41368.39944	0.308763649	0.109890819	2.809731064	0.004958291	0.04550635
1057	ASTE1	512.2836236	0.408809519	0.145553509	2.808654509	0.0049749	0.045613638
1058	TFCP2	284.8487724	-0.585905724	0.208651049	-2.808065079	0.004984015	0.045682155
1059	HMGN1	7828.282682	0.442513471	0.15759867	2.807850294	0.004987341	0.045682529
1060	SMAD3	1126.954286	-1.150431501	0.410820723	-2.800324906	0.005105119	0.046565083
1061	TMEM63B	7839.564179	-1.095887255	0.391677883	-2.797929887	0.005143128	0.046785979
1062	SPHK1	416.1949954	0.631639888	0.22591418	2.795928476	0.005175085	0.047015193
1063	ATF3	1074.658375	0.343309961	0.122836759	2.794847112	0.005192426	0.047126564
1064	TRMT1L	7845.834443	0.338998243	0.121350533	2.793545554	0.005213369	0.04728578
1065	CENPL	436.5412679	-0.448270234	0.160542844	-2.792215598	0.005234846	0.047357059
1066	BANP	1088.02743	-0.21120241	0.075676734	-2.79084997	0.005256983	0.04749357
1067	SPRED1	23279.54463	0.698694785	0.250350929	2.790861558	0.005256795	0.04749357
1068	PSAP	72399.24527	-0.815873218	0.292538662	-2.788941508	0.005288061	0.047698863
1069	USP54	2651.531311	1.165566801	0.417967543	2.788653857	0.00529276	0.047707742
1070	DDX47	10525.15733	0.253789695	0.091023266	2.788184907	0.005300428	0.047733023
1071	S1PR3	1060.097523	0.326376965	0.1170775	2.787700157	0.005308365	0.047754439
1072	SNW1	14311.80594	0.157156293	0.056390349	2.786935981	0.005320899	0.047824481
1073	SLC12A1	78.11111916	0.99570885	0.357265579	2.7870271	0.005319403	0.047824481
1074	ATXN10	216.843178	0.578775229	0.207756917	2.785828931	0.005339104	0.047941638
1075	NCOA7	25133.51558	-0.39335238	0.141300668	-2.783797035	0.005372664	0.048196316
1076	BRPF1	2991.06213	0.819542675	0.294472079	2.783091284	0.005384365	0.048270151
1077	RND2	3382.629098	-0.502892758	0.180792592	-2.78160047	0.005409158	0.04844558
1078	ENSTGUG00000004820	14.74298931	1.088956876	0.391590576	2.780855674	0.005421583	0.048541232
1079	CCDC137	4366.023246	0.314525494	0.11319525	2.778610357	0.005459197	0.04881515
1080	FAM43A	13447.99042	-0.641140835	0.230877831	-2.776970114	0.005486822	0.048967733
1081	TMEM233	39.93019501	0.832271167	0.299810408	2.775991576	0.005503363	0.049083862
1082	LSM14A	12949.70544	-0.352411165	0.12697761	-2.775380361	0.005513718	0.049148088
1083	C20orf85	148.7416387	-0.61091584	0.220121459	-2.775357951	0.005514098	0.049148088
1084	CFAP65	946.2618448	-0.329682067	0.118802436	-2.775044658	0.005519413	0.049179701
1085	NCOA6	1612.044543	-1.321952859	0.476477978	-2.774425933	0.005529922	0.0492418
1086	LIN28A	23.05896348	1.292099022	0.465709287	2.774475532	0.005529079	0.0492418
1087	NOL6	756.9111541	0.453214772	0.163499709	2.771960727	0.005571976	0.049568668
1088	LFNG	260.8779063	0.879672324	0.317545498	2.770224515	0.005601766	0.049725259
1089	ZBTB43	15064.28822	-0.117131	0.042282572	-2.770195731	0.005602262	0.049725259
1090	JHY	703.7028754	-0.627761531	0.226620387	-2.770101754	0.005603878	0.049725259
1091	KDF1	2843.024252	0.955308073	0.34491965	2.769653953	0.005611588	0.049777789
1092	MON2	10757.92301	-0.387930253	0.140079352	-2.76936071	0.005616641	0.049806736
